"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Direction","GeneRatio_num","Description_wrap"
"GO:0042441","eye pigment metabolic process","9/158","56/11181",0.160714285714286,11.3730786618445,9.31646628177217,7.68099193292121e-08,6.74257509242083e-06,5.89168992200272e-06,"mikado.Chr06G531/mikado.Chr08G154/mikado.Chr03G52/mikado.Chr03G54/mikado.Chr03G56/mikado.Chr03G57/mikado.Chr03G58/mikado.Chr03G59/mikado.Chr03G62",9,"Down",0.0569620253164557,"eye pigment metabolic process"
"GO:0043324","pigment metabolic process involved in developmental pigmentation","9/158","56/11181",0.160714285714286,11.3730786618445,9.31646628177217,7.68099193292121e-08,6.74257509242083e-06,5.89168992200272e-06,"mikado.Chr06G531/mikado.Chr08G154/mikado.Chr03G52/mikado.Chr03G54/mikado.Chr03G56/mikado.Chr03G57/mikado.Chr03G58/mikado.Chr03G59/mikado.Chr03G62",9,"Down",0.0569620253164557,"pigment metabolic process involved
in developmental pigmentation"
"GO:0043474","pigment metabolic process involved in pigmentation","9/158","56/11181",0.160714285714286,11.3730786618445,9.31646628177217,7.68099193292121e-08,6.74257509242083e-06,5.89168992200272e-06,"mikado.Chr06G531/mikado.Chr08G154/mikado.Chr03G52/mikado.Chr03G54/mikado.Chr03G56/mikado.Chr03G57/mikado.Chr03G58/mikado.Chr03G59/mikado.Chr03G62",9,"Down",0.0569620253164557,"pigment metabolic process involved
in pigmentation"
"GO:0008299","isoprenoid biosynthetic process","9/158","61/11181",0.147540983606557,10.4408590993982,8.85163671421097,1.65543494506865e-07,1.392634647539e-05,1.21688989821713e-05,"mikado.Chr06G531/mikado.Chr03G52/mikado.Chr03G54/mikado.Chr03G56/mikado.Chr03G57/mikado.Chr03G58/mikado.Chr03G59/mikado.Chr03G62/mikado.Chr04G295",9,"Down",0.0569620253164557,"isoprenoid biosynthetic process"
"GO:0048069","eye pigmentation","9/158","62/11181",0.145161290322581,10.2724581461821,8.76511064828662,1.91336028477259e-07,1.54522976598235e-05,1.35022814201215e-05,"mikado.Chr06G531/mikado.Chr08G154/mikado.Chr03G52/mikado.Chr03G54/mikado.Chr03G56/mikado.Chr03G57/mikado.Chr03G58/mikado.Chr03G59/mikado.Chr03G62",9,"Down",0.0569620253164557,"eye pigmentation"
"GO:0016616","oxidoreductase activity","11/158","108/11181",0.101851851851852,7.20763009845288,7.76076618924619,3.35855250898182e-07,2.60804519832089e-05,2.27892064981925e-05,"mikado.Chr02G240/mikado.Chr06G531/mikado.Chr07G189/mikado.Chr03G52/mikado.Chr03G54/mikado.Chr03G56/mikado.Chr03G57/mikado.Chr03G58/mikado.Chr03G59/mikado.Chr03G62/mikado.Chr11G226",11,"Down",0.069620253164557,"oxidoreductase activity"
"GO:0006694","steroid biosynthetic process","11/158","115/11181",0.0956521739130435,6.76890478811227,7.44468797383941,6.3633495110451e-07,4.75837135659261e-05,4.15788451481933e-05,"mikado.Chr06G531/mikado.Chr03G52/mikado.Chr03G54/mikado.Chr03G56/mikado.Chr03G57/mikado.Chr03G58/mikado.Chr03G59/mikado.Chr03G62/mikado.Chr11G428/mikado.Chr12G87/mikado.Chr04G295",11,"Down",0.069620253164557,"steroid biosynthetic process"
"GO:0044242","cellular lipid catabolic process","12/158","142/11181",0.0845070422535211,5.98021037618114,7.15033741166547,7.45933041986022e-07,5.37871004203492e-05,4.69993901642321e-05,"mikado.Chr06G106/mikado.Chr06G107/mikado.Chr06G108/mikado.Chr07G112/mikado.Chr11G315/mikado.Chr11G428/mikado.Chr12G87/mikado.Chr16G469/mikado.Chr17G358/mikado.Chr18G151/mikado.Chr18G152/mikado.Chr04G386",12,"Down",0.0759493670886076,"cellular lipid catabolic process"
"GO:0016042","lipid catabolic process","14/158","199/11181",0.0703517587939698,4.97850009541378,6.77961033201826,8.19839746063722e-07,5.70778085276778e-05,4.98748244792304e-05,"mikado.Chr02G518/mikado.Chr06G106/mikado.Chr06G107/mikado.Chr06G108/mikado.Chr07G112/mikado.Chr11G315/mikado.Chr11G428/mikado.Chr12G87/mikado.Chr12G439/mikado.Chr16G469/mikado.Chr17G358/mikado.Chr18G151/mikado.Chr18G152/mikado.Chr04G386",14,"Down",0.0886075949367089,"lipid catabolic process"
"GO:0042445","hormone metabolic process","13/158","173/11181",0.0751445086705202,5.31766298382966,6.85199635129175,9.79065646565498e-07,6.5891118013858e-05,5.75759306541676e-05,"mikado.Chr02G518/mikado.Chr06G531/mikado.Chr10G40/mikado.Chr03G52/mikado.Chr03G54/mikado.Chr03G56/mikado.Chr03G57/mikado.Chr03G58/mikado.Chr03G59/mikado.Chr03G62/mikado.Chr12G439/mikado.Chr18G194/mikado.Chr04G710",13,"Down",0.0822784810126582,"hormone metabolic process"
