"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","transcript_id","DE"
10.5147622849188,-1.26287905677956,0.665467763398233,-1.89773137969993,0.057731476669113,0.361884673473159,"TRINITY_DN100007_c0_g1_i1","Not significant"
2.11574023926321,-0.770662852824537,1.59807142132518,-0.482245563333755,0.629631512984526,NA,"TRINITY_DN100067_c0_g1_i1","Not significant"
1.40745180425153,0.714933028770578,2.00612278166278,0.356375509667462,0.721559367475364,NA,"TRINITY_DN100071_c0_g1_i1","Not significant"
1.46403385084999,0.148270785124443,2.22654027639209,0.0665924558816887,0.946906151749613,NA,"TRINITY_DN100072_c0_g1_i1","Not significant"
2.18289936558514,-1.01959677802811,1.43136049295509,-0.712327036442875,0.476262285754866,NA,"TRINITY_DN100075_c0_g2_i1","Not significant"
1.93135724512723,1.63317679351168,1.70237948770604,0.959349431372899,0.337382741004471,NA,"TRINITY_DN100075_c0_g3_i1","Not significant"
2.29915655632934,-2.81745342209376,1.69049973038586,-1.66663937973576,0.0955861335207035,NA,"TRINITY_DN100100_c0_g1_i1","Not significant"
3.97053459945783,-1.78800686572193,1.40618048156571,-1.27153440768221,0.203538594767956,NA,"TRINITY_DN100122_c0_g1_i1","Not significant"
1.2053074035945,-0.714391347596253,2.45914689424688,-0.290503730894464,0.771430896951235,NA,"TRINITY_DN100128_c0_g2_i1","Not significant"
34.6387724194161,0.111028015900566,0.372655372558675,0.297937515668271,0.765750854103018,0.960082602824006,"TRINITY_DN100140_c0_g1_i1","Not significant"
1.11166801985259,0.994533681359512,2.6372205258834,0.377114341253798,0.70608863391323,NA,"TRINITY_DN100143_c0_g2_i1","Not significant"
9.84906781909457,-0.889957611815198,0.693610196643829,-1.28308034703272,0.199463928317405,0.624520287956802,"TRINITY_DN100145_c0_g1_i1","Not significant"
2.14322394469975,-1.79886826461056,1.67131257108238,-1.07632066899705,0.281783867927534,NA,"TRINITY_DN100151_c0_g1_i1","Not significant"
5.09383566417145,-1.07496635050227,0.920852744651207,-1.16735966390526,0.243065153255128,NA,"TRINITY_DN100157_c0_g2_i1","Not significant"
6.72010159172733,-0.196004937305203,1.07539702789827,-0.182262859409487,0.855376444339167,NA,"TRINITY_DN100189_c0_g1_i1","Not significant"
19.6625917065915,0.300502840905229,0.589220638176811,0.51000053534285,0.610051086742585,0.916362595574622,"TRINITY_DN100189_c0_g2_i1","Not significant"
1.88855498276376,-2.48948290482483,2.13574408080173,-1.16562790795155,0.243764919253413,NA,"TRINITY_DN100193_c0_g1_i1","Not significant"
2.96914239682526,-1.64038953776468,1.37822401247958,-1.19021982124186,0.233960004586116,NA,"TRINITY_DN100203_c0_g1_i1","Not significant"
1.53575051460691,2.90873262424842,2.2996196571629,1.26487552634551,0.20591595174102,NA,"TRINITY_DN100227_c0_g1_i1","Not significant"
2.18627760334765,-0.747666872816643,1.56832085630827,-0.47673081041376,0.633553820219786,NA,"TRINITY_DN100228_c0_g1_i1","Not significant"
13.2749702049414,-1.12697657389922,0.971838098075078,-1.15963407498783,0.246197821449098,0.682890745365945,"TRINITY_DN100234_c0_g1_i1","Not significant"
1.27192326937924,1.66999365837581,2.56045855503795,0.652224444363663,0.514256392980549,NA,"TRINITY_DN100239_c0_g1_i1","Not significant"
3.73954834884294,0.0327515358363827,1.08005605705252,0.0303239221913738,0.97580871819357,NA,"TRINITY_DN100251_c0_g1_i1","Not significant"
3.68280164524384,-0.930613654859792,1.21938273112267,-0.763184216987385,0.44535354010322,NA,"TRINITY_DN100262_c0_g1_i1","Not significant"
1.35838493573162,-1.930953793903,2.13968605795187,-0.902447247682366,0.36681933214788,NA,"TRINITY_DN100265_c0_g1_i2","Not significant"
2.13651113902557,0.495002845277543,1.4669539627274,0.337435841788259,0.735788369503244,NA,"TRINITY_DN100270_c0_g1_i1","Not significant"
1.43754807438151,1.71880754644911,2.19777625856776,0.782066663860138,0.434175396836625,NA,"TRINITY_DN100273_c0_g1_i1","Not significant"
1.303977247892,1.18555678448874,2.86222851762487,0.414207592855842,0.678722081616411,NA,"TRINITY_DN100276_c0_g1_i1","Not significant"
1.85684475074608,-0.847743719010335,1.76545336491825,-0.480184713941502,0.631096055226315,NA,"TRINITY_DN100290_c0_g1_i1","Not significant"
1.74960810341096,-4.16656001536471,1.88626912754509,-2.20888947103076,0.0271823297290143,NA,"TRINITY_DN100298_c0_g1_i1","Not significant"
43.9537607515924,-1.60198326096201,0.555976692548856,-2.88138564517476,0.00395930877292442,0.0998668908047047,"TRINITY_DN100331_c0_g1_i1","Not significant"
1.35247424072838,-1.7434034948471,1.63805255387471,-1.06431475029491,0.287186138141675,NA,"TRINITY_DN100332_c0_g1_i1","Not significant"
3.87123329847864,-1.51870935390153,1.3032689933426,-1.1653076699127,0.243894475569004,NA,"TRINITY_DN100337_c0_g1_i1","Not significant"
1.10837285407077,-1.24788278231399,2.44360154710068,-0.510673593161942,0.609579634451175,NA,"TRINITY_DN100342_c0_g1_i1","Not significant"
14.1862036923717,-1.87375304192773,0.74240865050579,-2.52388363289029,0.0116066341879744,0.168099631759543,"TRINITY_DN100352_c0_g1_i1","Not significant"
2.30172811685242,0.654335103229759,1.71001863142917,0.382647937983512,0.701980821107465,NA,"TRINITY_DN100374_c0_g1_i1","Not significant"
3.5668306078503,-0.371372618734922,1.0490974300547,-0.353992496879492,0.723344506267549,NA,"TRINITY_DN100375_c0_g1_i1","Not significant"
3.37656685546729,3.41722724587261,1.50163315021916,2.27567381911745,0.0228655394616927,NA,"TRINITY_DN100388_c0_g1_i1","Not significant"
