ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	Direction
GO:0031338	regulation of vesicle fusion	35/4589	331/85133	0.105740181268882	1.96164280931875	4.18421110755425	0.000127305327403025	0.0174731893021859	0.0169085867991383	TRINITY_DN105230_c0_g1_i1/TRINITY_DN114697_c0_g1_i1/TRINITY_DN133684_c0_g1_i1/TRINITY_DN134497_c0_g1_i1/TRINITY_DN134724_c0_g1_i1/TRINITY_DN137651_c0_g1_i1/TRINITY_DN140973_c0_g1_i1/TRINITY_DN143445_c1_g1_i1/TRINITY_DN143512_c0_g1_i1/TRINITY_DN150658_c0_g1_i1/TRINITY_DN152631_c0_g1_i1/TRINITY_DN152984_c1_g1_i1/TRINITY_DN154049_c0_g1_i1/TRINITY_DN154860_c0_g1_i1/TRINITY_DN155770_c0_g1_i1/TRINITY_DN157018_c0_g1_i1/TRINITY_DN158242_c0_g1_i1/TRINITY_DN159334_c0_g1_i1/TRINITY_DN160701_c0_g1_i1/TRINITY_DN160778_c0_g1_i1/TRINITY_DN160986_c0_g1_i1/TRINITY_DN163010_c1_g1_i2/TRINITY_DN167710_c0_g3_i1/TRINITY_DN167939_c0_g1_i1/TRINITY_DN168313_c0_g1_i1/TRINITY_DN169217_c0_g1_i2/TRINITY_DN185114_c2_g13_i1/TRINITY_DN191652_c0_g1_i1/TRINITY_DN195428_c5_g1_i1/TRINITY_DN28805_c0_g1_i1/TRINITY_DN298580_c0_g1_i1/TRINITY_DN358587_c0_g1_i1/TRINITY_DN54549_c0_g1_i1/TRINITY_DN89679_c0_g1_i1/TRINITY_DN91154_c0_g1_i1	35	Down
GO:0090630	activation of GTPase activity	30/4589	267/85133	0.112359550561798	2.08444227892297	4.23627412657476	0.000128863837307699	0.0174731893021859	0.0169085867991383	TRINITY_DN106156_c0_g1_i1/TRINITY_DN107931_c0_g1_i1/TRINITY_DN119224_c0_g1_i1/TRINITY_DN127479_c0_g1_i1/TRINITY_DN128014_c0_g1_i1/TRINITY_DN128663_c0_g1_i1/TRINITY_DN133684_c0_g1_i1/TRINITY_DN133943_c0_g1_i1/TRINITY_DN149467_c0_g1_i1/TRINITY_DN152213_c0_g1_i1/TRINITY_DN154049_c0_g1_i1/TRINITY_DN157267_c0_g2_i1/TRINITY_DN157267_c1_g1_i1/TRINITY_DN158242_c0_g1_i1/TRINITY_DN169217_c0_g1_i2/TRINITY_DN172468_c0_g1_i1/TRINITY_DN174022_c0_g1_i1/TRINITY_DN177805_c0_g1_i1/TRINITY_DN177805_c0_g1_i3/TRINITY_DN182471_c0_g1_i2/TRINITY_DN183143_c0_g1_i3/TRINITY_DN183711_c0_g2_i1/TRINITY_DN188140_c0_g1_i1/TRINITY_DN191652_c0_g1_i1/TRINITY_DN1939_c0_g3_i1/TRINITY_DN28805_c0_g1_i1/TRINITY_DN53553_c0_g1_i1/TRINITY_DN89679_c0_g1_i1/TRINITY_DN92912_c0_g2_i1/TRINITY_DN97447_c0_g1_i1	30	Down
GO:0048008	platelet-derived growth factor receptor signaling pathway	11/4589	55/85133	0.2	3.71030725648289	4.79932418520737	0.000145554553201227	0.0191010232444815	0.0184838213503055	TRINITY_DN145247_c0_g1_i1/TRINITY_DN148212_c0_g1_i1/TRINITY_DN151452_c0_g1_i1/TRINITY_DN157370_c0_g1_i1/TRINITY_DN160431_c0_g2_i1/TRINITY_DN167636_c0_g1_i1/TRINITY_DN167636_c1_g1_i1/TRINITY_DN186777_c0_g1_i2/TRINITY_DN186777_c0_g3_i1/TRINITY_DN190617_c1_g7_i1/TRINITY_DN190617_c1_g7_i4	11	Down
GO:0030218	erythrocyte differentiation	28/4589	244/85133	0.114754098360656	2.12886481929346	4.2150234299973	0.000148500583194677	0.0191010232444815	0.0184838213503055	TRINITY_DN111558_c0_g1_i1/TRINITY_DN124346_c0_g1_i1/TRINITY_DN132868_c0_g1_i1/TRINITY_DN148175_c2_g1_i1/TRINITY_DN149117_c1_g1_i1/TRINITY_DN161883_c0_g2_i1/TRINITY_DN161883_c0_g4_i1/TRINITY_DN161883_c0_g4_i2/TRINITY_DN161883_c0_g4_i4/TRINITY_DN161883_c0_g4_i5/TRINITY_DN167348_c0_g1_i1/TRINITY_DN188303_c2_g1_i1/TRINITY_DN188303_c3_g30_i1/TRINITY_DN188303_c3_g32_i1/TRINITY_DN188303_c3_g38_i1/TRINITY_DN188303_c3_g53_i1/TRINITY_DN188303_c3_g53_i2/TRINITY_DN188303_c3_g53_i4/TRINITY_DN188303_c3_g58_i1/TRINITY_DN188303_c3_g66_i1/TRINITY_DN188303_c3_g66_i2/TRINITY_DN188303_c3_g66_i3/TRINITY_DN194208_c1_g12_i1/TRINITY_DN194208_c1_g14_i1/TRINITY_DN194208_c1_g18_i1/TRINITY_DN194208_c1_g7_i1/TRINITY_DN218637_c0_g1_i1/TRINITY_DN80140_c0_g1_i1	28	Down
GO:0048681	negative regulation of axon regeneration	9/4589	38/85133	0.236842105263158	4.3937849089929	4.99474063499613	0.000149035345964852	0.0191010232444815	0.0184838213503055	TRINITY_DN148212_c0_g1_i1/TRINITY_DN157370_c0_g1_i1/TRINITY_DN159098_c0_g1_i1/TRINITY_DN163933_c0_g2_i1/TRINITY_DN167636_c0_g1_i1/TRINITY_DN167636_c1_g1_i1/TRINITY_DN179927_c0_g1_i1/TRINITY_DN190617_c1_g7_i1/TRINITY_DN190617_c1_g7_i4	9	Down
GO:0070571	negative regulation of neuron projection regeneration	9/4589	38/85133	0.236842105263158	4.3937849089929	4.99474063499613	0.000149035345964852	0.0191010232444815	0.0184838213503055	TRINITY_DN148212_c0_g1_i1/TRINITY_DN157370_c0_g1_i1/TRINITY_DN159098_c0_g1_i1/TRINITY_DN163933_c0_g2_i1/TRINITY_DN167636_c0_g1_i1/TRINITY_DN167636_c1_g1_i1/TRINITY_DN179927_c0_g1_i1/TRINITY_DN190617_c1_g7_i1/TRINITY_DN190617_c1_g7_i4	9	Down
GO:0005816	spindle pole body	46/4589	483/85133	0.0952380952380952	1.76681297927757	4.03402318096232	0.000156475954493131	0.0197836355437531	0.0191443767367769	TRINITY_DN101082_c0_g1_i1/TRINITY_DN105394_c0_g1_i1/TRINITY_DN105936_c0_g1_i1/TRINITY_DN107698_c0_g1_i1/TRINITY_DN110663_c0_g1_i1/TRINITY_DN113800_c0_g1_i1/TRINITY_DN117687_c0_g2_i1/TRINITY_DN125243_c0_g1_i1/TRINITY_DN129638_c0_g1_i1/TRINITY_DN131419_c0_g1_i1/TRINITY_DN135131_c0_g1_i1/TRINITY_DN136180_c0_g1_i1/TRINITY_DN139707_c0_g6_i1/TRINITY_DN142832_c0_g1_i1/TRINITY_DN145576_c0_g1_i1/TRINITY_DN152560_c0_g1_i1/TRINITY_DN155973_c0_g1_i1/TRINITY_DN157470_c0_g1_i1/TRINITY_DN158680_c0_g1_i1/TRINITY_DN162839_c0_g1_i1/TRINITY_DN163194_c0_g1_i1/TRINITY_DN163454_c0_g1_i2/TRINITY_DN167938_c0_g1_i1/TRINITY_DN168287_c0_g1_i1/TRINITY_DN171607_c0_g1_i1/TRINITY_DN175242_c0_g1_i1/TRINITY_DN176007_c0_g1_i1/TRINITY_DN176364_c0_g1_i1/TRINITY_DN180038_c0_g2_i1/TRINITY_DN186307_c0_g1_i2/TRINITY_DN186932_c0_g1_i1/TRINITY_DN187115_c0_g3_i1/TRINITY_DN187115_c0_g5_i1/TRINITY_DN189516_c0_g1_i1/TRINITY_DN189516_c0_g1_i2/TRINITY_DN191652_c0_g1_i1/TRINITY_DN31827_c0_g1_i1/TRINITY_DN40422_c0_g1_i1/TRINITY_DN68285_c0_g1_i1/TRINITY_DN69468_c0_g1_i1/TRINITY_DN75047_c0_g1_i1/TRINITY_DN85026_c0_g1_i1/TRINITY_DN880_c0_g1_i1/TRINITY_DN880_c0_g2_i1/TRINITY_DN91767_c0_g1_i1/TRINITY_DN91776_c0_g1_i1	46	Down
GO:0030984	kininogen binding	14/4589	85/85133	0.164705882352941	3.05554715239768	4.52578276191067	0.000174634884792378	0.0217851197615665	0.0210811879873578	TRINITY_DN114833_c0_g1_i1/TRINITY_DN120285_c0_g1_i1/TRINITY_DN131763_c0_g2_i1/TRINITY_DN149944_c0_g1_i1/TRINITY_DN149944_c0_g2_i1/TRINITY_DN163990_c0_g7_i1/TRINITY_DN183218_c1_g3_i2/TRINITY_DN187379_c3_g16_i1/TRINITY_DN187379_c3_g18_i1/TRINITY_DN187379_c3_g24_i1/TRINITY_DN187379_c3_g24_i4/TRINITY_DN187379_c3_g24_i5/TRINITY_DN187379_c3_g5_i1/TRINITY_DN187379_c3_g7_i1	14	Down
GO:0061122	positive regulation of positive chemotaxis to cAMP	6/4589	17/85133	0.352941176470588	6.54760104085217	5.46025504512052	0.000180485313028288	0.0222186919564824	0.0215007503788962	TRINITY_DN116441_c0_g1_i1/TRINITY_DN141078_c0_g1_i1/TRINITY_DN185944_c0_g1_i1/TRINITY_DN186950_c0_g1_i1/TRINITY_DN326822_c0_g1_i1/TRINITY_DN53553_c0_g1_i1	6	Down
GO:0046658	obsolete anchored component of plasma membrane	20/4589	152/85133	0.131578947368421	2.44099161610717	4.24434989953799	0.000208190551268242	0.0252965038657879	0.0244791104778968	TRINITY_DN111855_c1_g1_i1/TRINITY_DN148670_c0_g1_i1/TRINITY_DN161883_c0_g2_i1/TRINITY_DN161883_c0_g4_i1/TRINITY_DN161883_c0_g4_i2/TRINITY_DN161883_c0_g4_i4/TRINITY_DN161883_c0_g4_i5/TRINITY_DN188303_c2_g1_i1/TRINITY_DN188303_c3_g30_i1/TRINITY_DN188303_c3_g32_i1/TRINITY_DN188303_c3_g38_i1/TRINITY_DN188303_c3_g53_i1/TRINITY_DN188303_c3_g53_i2/TRINITY_DN188303_c3_g53_i4/TRINITY_DN188303_c3_g58_i1/TRINITY_DN188303_c3_g66_i1/TRINITY_DN188303_c3_g66_i2/TRINITY_DN188303_c3_g66_i3/TRINITY_DN218637_c0_g1_i1/TRINITY_DN303814_c0_g1_i1	20	Down
GO:0048278	vesicle docking	39/4589	394/85133	0.0989847715736041	1.83631958125422	3.97161881101404	0.000218619002236834	0.0262230690375361	0.0253757360086236	TRINITY_DN104208_c0_g1_i1/TRINITY_DN105230_c0_g1_i1/TRINITY_DN107698_c0_g1_i1/TRINITY_DN109623_c0_g2_i1/TRINITY_DN114697_c0_g1_i1/TRINITY_DN134497_c0_g1_i1/TRINITY_DN134724_c0_g1_i1/TRINITY_DN139707_c0_g6_i1/TRINITY_DN143445_c1_g1_i1/TRINITY_DN143512_c0_g1_i1/TRINITY_DN150658_c0_g1_i1/TRINITY_DN152631_c0_g1_i1/TRINITY_DN152984_c1_g1_i1/TRINITY_DN153583_c0_g1_i1/TRINITY_DN154860_c0_g1_i1/TRINITY_DN155770_c0_g1_i1/TRINITY_DN159108_c0_g1_i1/TRINITY_DN159334_c0_g1_i1/TRINITY_DN160701_c0_g1_i1/TRINITY_DN160778_c0_g1_i1/TRINITY_DN160986_c0_g1_i1/TRINITY_DN167710_c0_g3_i1/TRINITY_DN168313_c0_g1_i1/TRINITY_DN17145_c0_g1_i1/TRINITY_DN173890_c0_g4_i1/TRINITY_DN17499_c0_g1_i1/TRINITY_DN35337_c0_g1_i1/TRINITY_DN358587_c0_g1_i1/TRINITY_DN36585_c0_g1_i1/TRINITY_DN369144_c0_g1_i1/TRINITY_DN37676_c0_g1_i1/TRINITY_DN40395_c0_g2_i1/TRINITY_DN54549_c0_g1_i1/TRINITY_DN57396_c0_g1_i1/TRINITY_DN79966_c0_g1_i1/TRINITY_DN80140_c0_g1_i1/TRINITY_DN89541_c0_g1_i1/TRINITY_DN91154_c0_g1_i1/TRINITY_DN99623_c0_g1_i1	39	Down
GO:0034593	phosphatidylinositol bisphosphate phosphatase activity	12/4589	67/85133	0.17910447761194	3.3226632147608	4.53977665670062	0.000222264469018193	0.0263228654700533	0.025472307768494	TRINITY_DN126276_c0_g1_i1/TRINITY_DN137882_c0_g1_i1/TRINITY_DN142499_c0_g1_i1/TRINITY_DN148212_c0_g1_i1/TRINITY_DN151444_c0_g2_i1/TRINITY_DN157370_c0_g1_i1/TRINITY_DN167636_c0_g1_i1/TRINITY_DN167636_c1_g1_i1/TRINITY_DN170247_c0_g1_i1/TRINITY_DN190617_c1_g7_i1/TRINITY_DN190617_c1_g7_i4/TRINITY_DN54193_c0_g1_i1	12	Down
GO:0034227	tRNA thio-modification	2/162	34/85133	0.0588235294117647	30.9124909222948	7.61725282868509	0.00193967565425463	0.0285436584023157	0.0249415465965044	TRINITY_DN184600_c1_g1_i2/TRINITY_DN185570_c0_g1_i4	2	Up
GO:1903689	regulation of wound healing	12/4589	68/85133	0.176470588235294	3.27380052042608	4.47734144083469	0.000256763535634924	0.0297997228445179	0.0288368191743771	TRINITY_DN145247_c0_g1_i1/TRINITY_DN148212_c0_g1_i1/TRINITY_DN157370_c0_g1_i1/TRINITY_DN160431_c0_g2_i1/TRINITY_DN164121_c0_g1_i1/TRINITY_DN167636_c0_g1_i1/TRINITY_DN167636_c1_g1_i1/TRINITY_DN178095_c0_g1_i1/TRINITY_DN186777_c0_g1_i2/TRINITY_DN186777_c0_g3_i1/TRINITY_DN190617_c1_g7_i1/TRINITY_DN190617_c1_g7_i4	12	Down
GO:0004673	protein histidine kinase activity	6/4589	18/85133	0.333333333333333	6.18384542747149	5.25017880158756	0.000258378348871967	0.0297997228445179	0.0288368191743771	TRINITY_DN154293_c0_g1_i1/TRINITY_DN182326_c0_g1_i1/TRINITY_DN188416_c0_g2_i1/TRINITY_DN194232_c0_g2_i2/TRINITY_DN194232_c0_g2_i3/TRINITY_DN194829_c0_g2_i1	6	Down
GO:1904511	cytoplasmic microtubule plus-end	5/4589	12/85133	0.416666666666667	7.72980678433936	5.56498131143157	0.000261177562339725	0.0297997228445179	0.0288368191743771	TRINITY_DN145247_c0_g1_i1/TRINITY_DN160431_c0_g2_i1/TRINITY_DN186777_c0_g1_i2/TRINITY_DN186777_c0_g3_i1/TRINITY_DN191373_c1_g1_i2	5	Down
GO:0006904	vesicle docking involved in exocytosis	39/4589	399/85133	0.0977443609022556	1.81330805767961	3.88688345373423	0.000281909369973617	0.0313795707318395	0.0303656182201741	TRINITY_DN104208_c0_g1_i1/TRINITY_DN105230_c0_g1_i1/TRINITY_DN107698_c0_g1_i1/TRINITY_DN108803_c0_g1_i1/TRINITY_DN110820_c0_g1_i1/TRINITY_DN134724_c0_g1_i1/TRINITY_DN139707_c0_g6_i1/TRINITY_DN141216_c0_g1_i1/TRINITY_DN143445_c1_g1_i1/TRINITY_DN143512_c0_g1_i1/TRINITY_DN152984_c1_g1_i1/TRINITY_DN153583_c0_g1_i1/TRINITY_DN159108_c0_g1_i1/TRINITY_DN159334_c0_g1_i1/TRINITY_DN160778_c0_g1_i1/TRINITY_DN160986_c0_g1_i1/TRINITY_DN166817_c2_g1_i1/TRINITY_DN167710_c0_g3_i1/TRINITY_DN168313_c0_g1_i1/TRINITY_DN17145_c0_g1_i1/TRINITY_DN173890_c0_g4_i1/TRINITY_DN17499_c0_g1_i1/TRINITY_DN186052_c2_g11_i1/TRINITY_DN25348_c0_g1_i1/TRINITY_DN29618_c0_g1_i1/TRINITY_DN29618_c0_g2_i1/TRINITY_DN330628_c0_g1_i1/TRINITY_DN330954_c0_g1_i1/TRINITY_DN358587_c0_g1_i1/TRINITY_DN36585_c0_g1_i1/TRINITY_DN54549_c0_g1_i1/TRINITY_DN57396_c0_g1_i1/TRINITY_DN60005_c0_g1_i1/TRINITY_DN65830_c0_g1_i1/TRINITY_DN70683_c0_g1_i1/TRINITY_DN80140_c0_g1_i1/TRINITY_DN89541_c0_g1_i1/TRINITY_DN97209_c0_g1_i1/TRINITY_DN97209_c0_g2_i1	39	Down
GO:0031321	ascospore-type prospore assembly	14/4589	89/85133	0.157303370786517	2.91821919049216	4.32175601893242	0.000286781523468761	0.0313795707318395	0.0303656182201741	TRINITY_DN107698_c0_g1_i1/TRINITY_DN108415_c0_g1_i1/TRINITY_DN142072_c0_g1_i1/TRINITY_DN142072_c0_g3_i1/TRINITY_DN142832_c0_g1_i1/TRINITY_DN162839_c0_g1_i1/TRINITY_DN17145_c0_g1_i1/TRINITY_DN175242_c0_g1_i1/TRINITY_DN187115_c0_g3_i1/TRINITY_DN187115_c0_g5_i1/TRINITY_DN189516_c0_g1_i1/TRINITY_DN189516_c0_g1_i2/TRINITY_DN194041_c0_g1_i4/TRINITY_DN57396_c0_g1_i1	14	Down
GO:0034594	phosphatidylinositol trisphosphate phosphatase activity	10/4589	50/85133	0.2	3.71030725648289	4.57584160604264	0.000288962756179046	0.0313795707318395	0.0303656182201741	TRINITY_DN137882_c0_g1_i1/TRINITY_DN142499_c0_g1_i1/TRINITY_DN148212_c0_g1_i1/TRINITY_DN151444_c0_g2_i1/TRINITY_DN157370_c0_g1_i1/TRINITY_DN167636_c0_g1_i1/TRINITY_DN167636_c1_g1_i1/TRINITY_DN170247_c0_g1_i1/TRINITY_DN190617_c1_g7_i1/TRINITY_DN190617_c1_g7_i4	10	Down
GO:0051800	phosphatidylinositol-3	8/4589	33/85133	0.242424242424242	4.49734212907017	4.79644158265548	0.000291793785129333	0.0313795707318395	0.0303656182201741	TRINITY_DN142499_c0_g1_i1/TRINITY_DN148212_c0_g1_i1/TRINITY_DN151444_c0_g2_i1/TRINITY_DN157370_c0_g1_i1/TRINITY_DN167636_c0_g1_i1/TRINITY_DN167636_c1_g1_i1/TRINITY_DN190617_c1_g7_i1/TRINITY_DN190617_c1_g7_i4	8	Down
GO:0106017	phosphatidylinositol-3	8/4589	33/85133	0.242424242424242	4.49734212907017	4.79644158265548	0.000291793785129333	0.0313795707318395	0.0303656182201741	TRINITY_DN142499_c0_g1_i1/TRINITY_DN148212_c0_g1_i1/TRINITY_DN151444_c0_g2_i1/TRINITY_DN157370_c0_g1_i1/TRINITY_DN167636_c0_g1_i1/TRINITY_DN167636_c1_g1_i1/TRINITY_DN190617_c1_g7_i1/TRINITY_DN190617_c1_g7_i4	8	Down
GO:0003810	protein-glutamine gamma-glutamyltransferase activity	13/4589	79/85133	0.164556962025316	3.05278445153656	4.35710849069829	0.000296713190658099	0.0315460069522406	0.0305266764695013	TRINITY_DN114833_c0_g1_i1/TRINITY_DN149944_c0_g1_i1/TRINITY_DN149944_c0_g2_i1/TRINITY_DN156018_c0_g1_i1/TRINITY_DN163990_c0_g7_i1/TRINITY_DN183218_c1_g3_i2/TRINITY_DN187379_c3_g16_i1/TRINITY_DN187379_c3_g18_i1/TRINITY_DN187379_c3_g24_i1/TRINITY_DN187379_c3_g24_i4/TRINITY_DN187379_c3_g24_i5/TRINITY_DN187379_c3_g5_i1/TRINITY_DN187379_c3_g7_i1	13	Down
GO:0000160	phosphorelay signal transduction system	15/4589	100/85133	0.15	2.78273044236217	4.25775610219043	0.000301748932198319	0.0317209326926682	0.0306959499212033	TRINITY_DN116441_c0_g1_i1/TRINITY_DN141078_c0_g1_i1/TRINITY_DN154293_c0_g1_i1/TRINITY_DN164723_c0_g1_i1/TRINITY_DN182326_c0_g1_i1/TRINITY_DN185944_c0_g1_i1/TRINITY_DN186234_c0_g1_i1/TRINITY_DN186234_c0_g1_i3/TRINITY_DN186950_c0_g1_i1/TRINITY_DN187356_c4_g7_i3/TRINITY_DN188416_c0_g2_i1/TRINITY_DN194232_c0_g2_i2/TRINITY_DN194232_c0_g2_i3/TRINITY_DN194829_c0_g2_i1/TRINITY_DN30202_c0_g1_i1	15	Down
GO:0006895	Golgi to endosome transport	41/4589	429/85133	0.0955710955710956	1.77299064703728	3.83124368031184	0.000319643508258976	0.0332287184807887	0.0321550153746837	TRINITY_DN103553_c0_g1_i1/TRINITY_DN106045_c0_g1_i1/TRINITY_DN114176_c0_g1_i1/TRINITY_DN128865_c0_g1_i1/TRINITY_DN131830_c0_g1_i1/TRINITY_DN132494_c2_g1_i1/TRINITY_DN134497_c0_g1_i1/TRINITY_DN140805_c0_g1_i1/TRINITY_DN141216_c0_g1_i1/TRINITY_DN143248_c0_g4_i1/TRINITY_DN144068_c0_g1_i1/TRINITY_DN144068_c0_g1_i2/TRINITY_DN146986_c0_g1_i1/TRINITY_DN151168_c0_g1_i1/TRINITY_DN151168_c0_g2_i1/TRINITY_DN154102_c0_g1_i1/TRINITY_DN154860_c0_g1_i1/TRINITY_DN155770_c0_g1_i1/TRINITY_DN156231_c0_g1_i1/TRINITY_DN157930_c0_g1_i1/TRINITY_DN160701_c0_g1_i1/TRINITY_DN160778_c0_g1_i1/TRINITY_DN161587_c0_g1_i1/TRINITY_DN163002_c0_g1_i1/TRINITY_DN165376_c0_g1_i1/TRINITY_DN165444_c0_g1_i1/TRINITY_DN170347_c0_g1_i1/TRINITY_DN171885_c0_g3_i4/TRINITY_DN171885_c0_g3_i5/TRINITY_DN175813_c0_g1_i1/TRINITY_DN186205_c1_g16_i1/TRINITY_DN195428_c5_g1_i1/TRINITY_DN200383_c0_g1_i1/TRINITY_DN20113_c0_g1_i1/TRINITY_DN222106_c0_g2_i1/TRINITY_DN39022_c0_g1_i1/TRINITY_DN54549_c0_g1_i1/TRINITY_DN55043_c0_g2_i1/TRINITY_DN59955_c0_g1_i1/TRINITY_DN97209_c0_g1_i1/TRINITY_DN99665_c0_g1_i1	41	Down
GO:0002262	myeloid cell homeostasis	32/4589	308/85133	0.103896103896104	1.92743234103008	3.89210466417703	0.000329609231621376	0.0338881755060395	0.0327931636920237	TRINITY_DN111558_c0_g1_i1/TRINITY_DN124346_c0_g1_i1/TRINITY_DN132868_c0_g1_i1/TRINITY_DN137720_c1_g3_i1/TRINITY_DN148175_c2_g1_i1/TRINITY_DN149117_c1_g1_i1/TRINITY_DN157685_c0_g2_i1/TRINITY_DN161883_c0_g2_i1/TRINITY_DN161883_c0_g4_i1/TRINITY_DN161883_c0_g4_i2/TRINITY_DN161883_c0_g4_i4/TRINITY_DN161883_c0_g4_i5/TRINITY_DN167348_c0_g1_i1/TRINITY_DN188298_c0_g1_i1/TRINITY_DN188303_c2_g1_i1/TRINITY_DN188303_c3_g30_i1/TRINITY_DN188303_c3_g32_i1/TRINITY_DN188303_c3_g38_i1/TRINITY_DN188303_c3_g53_i1/TRINITY_DN188303_c3_g53_i2/TRINITY_DN188303_c3_g53_i4/TRINITY_DN188303_c3_g58_i1/TRINITY_DN188303_c3_g66_i1/TRINITY_DN188303_c3_g66_i2/TRINITY_DN188303_c3_g66_i3/TRINITY_DN194208_c1_g12_i1/TRINITY_DN194208_c1_g14_i1/TRINITY_DN194208_c1_g18_i1/TRINITY_DN194208_c1_g7_i1/TRINITY_DN218637_c0_g1_i1/TRINITY_DN80140_c0_g1_i1/TRINITY_DN88950_c0_g2_i1	32	Down
GO:0051342	regulation of cyclic-nucleotide phosphodiesterase activity	13/4589	80/85133	0.1625	3.01462464589235	4.30311713165815	0.000336974446272384	0.0342688360796133	0.0331615241692079	TRINITY_DN145806_c1_g1_i1/TRINITY_DN145806_c2_g1_i1/TRINITY_DN146635_c0_g1_i1/TRINITY_DN161405_c0_g1_i1/TRINITY_DN176434_c1_g1_i1/TRINITY_DN179858_c0_g1_i1/TRINITY_DN182326_c0_g1_i1/TRINITY_DN188416_c0_g2_i1/TRINITY_DN194232_c0_g2_i2/TRINITY_DN194232_c0_g2_i3/TRINITY_DN194829_c0_g2_i1/TRINITY_DN326822_c0_g1_i1/TRINITY_DN97036_c0_g1_i1	13	Down
GO:1902500	vacuolar HOPS complex	7/4589	26/85133	0.269230769230769	4.99464438372697	4.86262754787884	0.000348702645521335	0.0347640970214269	0.0336407819897497	TRINITY_DN134497_c0_g1_i1/TRINITY_DN152631_c0_g1_i1/TRINITY_DN154860_c0_g1_i1/TRINITY_DN155770_c0_g1_i1/TRINITY_DN160701_c0_g1_i1/TRINITY_DN160778_c0_g1_i1/TRINITY_DN54549_c0_g1_i1	7	Down
GO:0007425	epithelial cell fate determination	6/4589	19/85133	0.315789473684211	5.8583798786572	5.05541275119339	0.00036042298109004	0.0347640970214269	0.0336407819897497	TRINITY_DN148212_c0_g1_i1/TRINITY_DN157370_c0_g1_i1/TRINITY_DN167636_c0_g1_i1/TRINITY_DN167636_c1_g1_i1/TRINITY_DN190617_c1_g7_i1/TRINITY_DN190617_c1_g7_i4	6	Down
GO:0051548	negative regulation of keratinocyte migration	6/4589	19/85133	0.315789473684211	5.8583798786572	5.05541275119339	0.00036042298109004	0.0347640970214269	0.0336407819897497	TRINITY_DN148212_c0_g1_i1/TRINITY_DN157370_c0_g1_i1/TRINITY_DN167636_c0_g1_i1/TRINITY_DN167636_c1_g1_i1/TRINITY_DN190617_c1_g7_i1/TRINITY_DN190617_c1_g7_i4	6	Down
GO:1903984	positive regulation of TRAIL-activated apoptotic signaling pathway	6/4589	19/85133	0.315789473684211	5.8583798786572	5.05541275119339	0.00036042298109004	0.0347640970214269	0.0336407819897497	TRINITY_DN148212_c0_g1_i1/TRINITY_DN157370_c0_g1_i1/TRINITY_DN167636_c0_g1_i1/TRINITY_DN167636_c1_g1_i1/TRINITY_DN190617_c1_g7_i1/TRINITY_DN190617_c1_g7_i4	6	Down
GO:2000808	negative regulation of synaptic vesicle clustering	6/4589	19/85133	0.315789473684211	5.8583798786572	5.05541275119339	0.00036042298109004	0.0347640970214269	0.0336407819897497	TRINITY_DN148212_c0_g1_i1/TRINITY_DN157370_c0_g1_i1/TRINITY_DN167636_c0_g1_i1/TRINITY_DN167636_c1_g1_i1/TRINITY_DN190617_c1_g7_i1/TRINITY_DN190617_c1_g7_i4	6	Down
GO:0000015	phosphopyruvate hydratase complex	15/4589	102/85133	0.147058823529412	2.72816710035507	4.1685597013214	0.000375546269782073	0.0354910191927381	0.0343442154853335	TRINITY_DN104437_c0_g1_i1/TRINITY_DN114833_c0_g1_i1/TRINITY_DN149944_c0_g1_i1/TRINITY_DN149944_c0_g2_i1/TRINITY_DN163990_c0_g7_i1/TRINITY_DN183218_c1_g3_i2/TRINITY_DN187379_c3_g16_i1/TRINITY_DN187379_c3_g18_i1/TRINITY_DN187379_c3_g24_i1/TRINITY_DN187379_c3_g24_i3/TRINITY_DN187379_c3_g24_i4/TRINITY_DN187379_c3_g24_i5/TRINITY_DN187379_c3_g5_i1/TRINITY_DN187379_c3_g7_i1/TRINITY_DN71947_c0_g2_i1	15	Down
GO:0004634	phosphopyruvate hydratase activity	15/4589	102/85133	0.147058823529412	2.72816710035507	4.1685597013214	0.000375546269782073	0.0354910191927381	0.0343442154853335	TRINITY_DN104437_c0_g1_i1/TRINITY_DN114833_c0_g1_i1/TRINITY_DN149944_c0_g1_i1/TRINITY_DN149944_c0_g2_i1/TRINITY_DN163990_c0_g7_i1/TRINITY_DN183218_c1_g3_i2/TRINITY_DN187379_c3_g16_i1/TRINITY_DN187379_c3_g18_i1/TRINITY_DN187379_c3_g24_i1/TRINITY_DN187379_c3_g24_i3/TRINITY_DN187379_c3_g24_i4/TRINITY_DN187379_c3_g24_i5/TRINITY_DN187379_c3_g5_i1/TRINITY_DN187379_c3_g7_i1/TRINITY_DN71947_c0_g2_i1	15	Down
