ID,log2FoldChange,lfcSE,CI_lower,CI_upper
mikado.Chr02G277,-0.109477435432455,0.187169327517462,-0.47632931736668,0.257374446501769
mikado.Chr02G278,0.101592798301797,0.842085002613708,-1.54889380682107,1.75207940342466
mikado.Chr02G296,0.166718869231193,0.405334042562517,-0.62773585419134,0.961173592653726
mikado.Chr02G298,-0.146036076672625,0.139957716116034,-0.420353200260051,0.128281046914802
mikado.Chr02G300,0.0497020310599054,0.169652491947299,-0.2828168531568,0.382220915276611
rRNA4_gene,0.0528432927623082,0.817327165815205,-1.54911795223549,1.65480453776011
mikado.Chr02G299,-0.00404238669371774,0.183781278702971,-0.364253692951542,0.356168919564106
mikado.Chr02G302,0.340363735521892,0.185952834805792,-0.0241038206974614,0.704831291741245
mikado.Chr02G303,-0.508872994890647,0.428240640594882,-1.34822465045662,0.330478660675321
mikado.Chr02G305,0.0994398405153693,0.177960395038913,-0.249362533760899,0.448242214791638
mikado.Chr02G306,-0.345264206738476,0.584631777996624,-1.49114249161186,0.800614078134907
mikado.Chr02G308,1.74900794312067,1.08942971515161,-0.386274298576476,3.88429018481783
mikado.Chr02G310,0.0582584863204888,0.122702680978987,-0.182238768398327,0.298755741039304
mikado.Chr02G311,0.0857395073634591,0.15111735899868,-0.210450516273955,0.381929531000873
mikado.Chr02G312,0.00931877492439282,0.178166411148438,-0.339887390926546,0.358524940775331
mikado.Chr02G313,-0.195500988463145,0.156211605248732,-0.501675734750659,0.11067375782437
mikado.Chr02G314,-0.0768253978739899,0.171735139998079,-0.413426272270224,0.259775476522245
mikado.Chr02G316,0.490832094292845,0.246528155477333,0.00763690955727148,0.974027279028418
mikado.Chr02G318,0.256954034958202,0.137017182991514,-0.011599643705166,0.525507713621569
mikado.Chr02G320,0.927184586941561,0.451747129374363,0.0417602133678092,1.81260896051531
mikado.Chr02G281,0.245097116112036,0.337315370880527,-0.416041010813797,0.906235243037869
mikado.Chr02G280,-0.371792595333553,0.283011879956024,-0.926495880047361,0.182910689380254
mikado.Chr02G282,0.267340468385366,0.159440926331599,-0.045163747224567,0.579844683995299
mikado.Chr02G283,0.247439866638047,0.21689823833491,-0.177680680498377,0.672560413774471
mikado.Chr02G284,1.42546114232725,0.463698315016552,0.516612444894803,2.33430983975969
mikado.Chr02G285,-0.289240397945471,0.121845498595547,-0.528057575192744,-0.0504232206981983
mikado.Chr02G288,-0.329618830373707,0.139872602183048,-0.603769130652481,-0.0554685300949337
mikado.Chr02G287,-0.121272763183423,0.141692030245414,-0.398989142464435,0.156443616097589
mikado.Chr02G289,-0.178936860382601,0.267287886096044,-0.702821117130846,0.344947396365645
mikado.Chr02G290,0.0344819459455614,0.671009330482749,-1.28069634180063,1.34966023369175
mikado.Chr02G291,-0.153725244100021,0.375613990030602,-0.889928664560001,0.582478176359959
mikado.Chr02G292,-0.113601281816939,0.120376155704773,-0.349538546998294,0.122335983364416
mikado.Chr02G293,0.0541298551091646,0.214267266904278,-0.36583398802322,0.47409369824155
mikado.Chr02G294,-0.0200921848693784,0.248019619418219,-0.506210638929088,0.466026269190331
mikado.Chr02G295,-0.0595163433287726,0.157126208318939,-0.367483711633892,0.248451024976347
mikado.Chr02G336,0.0764168616071083,0.385453438236968,-0.67907187733735,0.831905600551566
mikado.Chr02G326,-0.037515161739439,0.175163668768483,-0.380835952525666,0.305805629046788
mikado.Chr02G322,-0.237057540991872,0.199029434900524,-0.627155233396898,0.153040151413154
mikado.Chr02G323,-0.29436773017514,0.258881788406425,-0.801776035451734,0.213040575101454
mikado.Chr02G325,0.130687605525782,0.3411483490015,-0.537963158517159,0.799338369568722
mikado.Chr02G327,-0.0422174308566206,0.104018503970389,-0.246093698638583,0.161658836925342
mikado.Chr02G333,0.313060765591174,0.294972481394667,-0.265085297942373,0.891206829124721
mikado.Chr02G330,0.155514413470955,0.247170635249335,-0.328940031617742,0.639968858559651
mikado.Chr02G334,-0.797204660053426,0.378002193152046,-1.53808895863144,-0.0563203614754149
mikado.Chr02G331,-0.0797360119475744,0.141061973986159,-0.356217480960445,0.196745457065297
mikado.Chr02G335,-0.0297899060401335,0.187929434940799,-0.398131598524099,0.338551786443832
mikado.Chr02G341,1.43122388087233,0.307979374967364,0.827584305936297,2.03486345580836
mikado.Chr02G337,0.17015112139891,0.176244618581883,-0.175288331021581,0.515590573819401
