ID	Change	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	CI_lower	CI_upper
mikado.Chr05G479	stable	1049.48608464221	-0.179777306166408	0.211658727698359	-0.849373461332595	0.395673515553972	0.770230768351616	-0.594628412455192	0.235073800122376
mikado.Chr05G483	stable	1236.57748099338	-0.187793779702231	0.0805372279433552	-2.33176363897592	0.0197131288650482	0.231783963606082	-0.345646746471207	-0.0299408129332548
mikado.Chr05G480	stable	576.343821081769	0.0500907142806889	0.129710475115029	0.386173238794072	0.699368371769931	0.918170803571402	-0.204141816944768	0.304323245506146
mikado.Chr05G484	stable	519.15293705863	0.0927611485736494	0.187652306535043	0.494324585114157	0.621076964983691	0.891792941394414	-0.275037372235035	0.460559669382334
mikado.Chr05G485	stable	238.343678144523	-0.36015722117171	0.179219011424266	-2.0095927229456	0.0444743120805498	0.33437031190022	-0.711426483563271	-0.00888795878014864
mikado.Chr05G487	stable	521.952617123405	0.0396667843805202	0.177421130235487	0.22357418379576	0.823088653531519	0.958877475624346	-0.308078630881034	0.387412199642075
mikado.Chr05G488	stable	259.885873377773	-0.198895698959265	0.188983027056717	-1.05245270994401	0.292591896277577	0.697432683672551	-0.56930243199043	0.1715110340719
mikado.Chr05G489	stable	1837.4714302993	-0.0748932170041251	0.148240477359654	-0.505214353987964	0.613408289657314	0.887939298942527	-0.365444552629047	0.215658118620797
mikado.Chr05G490	stable	8101.07815109617	0.0129977238148787	0.0697814174833422	0.186263396239858	0.852238210679977	0.966477200468743	-0.123773854452472	0.149769302082229
mikado.Chr05G491	stable	3385.12844346322	0.3557735738261	0.192546725219098	1.84772591391137	0.064642003192272	0.394150242718511	-0.0216180076033321	0.733165155255532
mikado.Chr05G501	stable	644.708228369031	-0.322752785169469	0.392983828417392	-0.821287701504782	0.411482411307448	0.783377660154749	-1.09300108886756	0.447495518528619
mikado.Chr05G502	stable	2688.3521044419	0.209430003720361	0.241444444094712	0.867404526559358	0.385720402558979	0.763479013867056	-0.263801106705274	0.682661114145997
mikado.Chr05G507	stable	70.6183053557617	-0.559889655348921	0.349923126990593	-1.60003615698134	0.109590562506031	0.488726993898917	-1.24573898425048	0.125959673552641
mikado.Chr05G508	stable	228.964796839547	-0.261177208145439	0.212415023060228	-1.22956090573398	0.218861577253747	0.634127454487029	-0.677510653343486	0.155156237052608
mikado.Chr05G503	stable	3066.94369966003	-0.0746472328646008	0.288694286384155	-0.258568445532969	0.795968232248632	0.951249812216287	-0.640488034177545	0.491193568448343
mikado.Chr05G504	stable	1513.92674682693	-0.0050288115467308	0.117122342593436	-0.0429363982599562	0.965752233876961	0.992631265082474	-0.234588603029865	0.224530979936404
mikado.Chr05G505	stable	13114.0656545028	0.22060355424485	0.143332877604942	1.5390994580663	0.123780017343243	0.512112355777489	-0.0603288858608363	0.501535994350536
mikado.Chr05G509	stable	2470.33509977338	0.510014685371097	0.17565660510001	2.90347570523022	0.00369045602663967	0.0984872844971929	0.165727739375077	0.854301631367117
mikado.Chr05G523	stable	632.223174615476	-0.130860817650066	0.266658004565477	-0.490744006966172	0.623607517102203	0.892817462510362	-0.653510506598401	0.391788871298269
mikado.Chr05G525	stable	1675.13632316186	0.289821342065923	0.133445801454857	2.17182810479028	0.0298686309634144	0.281663523577817	0.0282675712144033	0.551375112917443
mikado.Chr05G511	stable	2874.86122179935	0.238062653156668	0.223941752098775	1.06305613368455	0.287756495874134	0.693550312981254	-0.200863180956931	0.676988487270267
mikado.Chr05G510	stable	1295.54341098704	-0.236715584248831	0.393572572392929	-0.601453457006913	0.547538002819963	0.863893248963456	-1.00811782613897	0.53468665764131
