"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ID","Change"
36.0604025439085,-0.190013302577469,0.511955466859343,-0.371152013949827,0.710524311777236,0.947434013907527,"mikado.Chr02G6","ns"
2552.53650869805,-0.118963973006597,0.25810388413966,-0.460915082324859,0.644859530491121,0.930073456834257,"mikado.Chr02G9","ns"
3086.73921525738,0.252587002689123,0.117142713938837,2.15623314669835,0.0310654645081501,0.29978431597908,"mikado.Chr02G2","ns"
8396.11907641852,0.278906405014205,0.140231934452609,1.98889365751751,0.046712941991492,0.359557822730666,"mikado.Chr02G3","ns"
252.100454875827,0.0760651103233539,0.471456533387515,0.16134066438068,0.871825097228328,0.982194511892396,"mikado.Chr02G16","ns"
128.631104622856,0.197183696066755,0.348597278576325,0.565648982895264,0.571632422612105,0.90717908902071,"mikado.Chr02G18","ns"
867.133025110962,0.0460105647362865,0.121096289366551,0.379950244363105,0.703982349496127,0.945485139148817,"mikado.Chr02G20","ns"
677.785035755868,-0.327031529306377,0.19550077929172,-1.67278887834197,0.0943688650631715,0.493074584364683,"mikado.Chr02G19","ns"
5144.01674611331,-0.132242923335859,0.203488723603486,-0.649878386350021,0.51577078041149,0.887943417384312,"mikado.Chr02G21","ns"
60.6680884963055,0.0202510930607516,0.383972930104534,0.0527409394595562,0.957938319428385,0.995730753498892,"mikado.Chr02G24","ns"
48.6359370062102,0.405454414017211,0.403689476924882,1.00437201659497,0.315199332958461,0.773351784385937,"mikado.Chr02G26","ns"
1413.63513098335,-0.0397777636368538,0.131963564225023,-0.301429897490682,0.763086698936033,0.961335948293519,"mikado.Chr02G27","ns"
307.400415997477,-0.10887063297799,0.242823638665978,-0.448352695709949,0.653898675619565,0.932483227965776,"mikado.Chr02G22","ns"
4121.33790563041,0.39249618585479,0.192316399262671,2.040887762872,0.0412619844247235,0.340028322620203,"mikado.Chr02G23","ns"
531.659312142202,-0.146543522299187,0.196884296571576,-0.744312902811484,0.456687197098253,0.858349399513315,"mikado.Chr02G33","ns"
